,index,default_flag,number_of_stars,number_of_planets,planet_orbital_period,orbit_semimajor_axis,planet_radius,stellar_temperature,stellar_radius,stellar_mass,system_distance,habitable
126,310.0,1.0,1.0,1.0,0.877214,0.017125600000000015,1.3,5820.0,0.93,0.9021999999999991,232.1,0.0
127,311.0,1.0,1.0,2.0,3.80464,0.04848210000000003,1.22,5894.267199999999,1.2488000000000001,1.07,476.882,0.0
128,312.0,1.0,1.0,3.0,2.71578,0.03706489999999999,1.03,5002.17,1.4148999999999985,0.67,334.967,0.0
129,313.0,1.0,1.0,1.0,2.0478,0.0296,0.908,4520.0,0.66,0.73,303.41784000000007,0.0
130,314.0,1.0,1.0,2.0,3.96151,0.04014457000000002,1.0,4070.8064999999992,0.5730000000000001,0.61,257.443,0.0
131,317.0,1.0,1.0,1.0,4.1698,0.035,1.04,5053.0,0.63,0.8,436.488,0.0
132,320.0,1.0,1.0,2.0,8.050722,0.07194157,1.31,5502.7,0.83,0.88,243.935,0.0
133,322.0,1.0,1.0,3.0,4.50756,0.052276329999999975,1.7,5607.88,0.9188000000000003,0.93,369.888,0.0
134,325.0,1.0,1.0,3.0,0.911724,0.018334400000000008,1.4,5724.0,1.1,1.0500999999999994,369.888,0.0
135,328.0,1.0,1.0,3.0,14.647531,0.11730900000000004,2.6,5724.0,1.1,1.0330999999999997,369.888,0.0
136,331.0,1.0,1.0,1.0,2.87814,0.027405400000000003,1.01,3466.12,0.2451000000000002,0.22,161.365,0.0
137,333.0,1.0,1.0,2.0,5.29711,0.05239645000000001,1.62,4125.46,0.5420999999999999,0.56,451.769,0.0
138,335.0,1.0,1.0,2.0,0.354884,0.008151599999999998,1.2,4114.0,0.5,0.6212,451.769,0.0
139,337.0,1.0,1.0,1.0,2.25372,0.02633465,0.9,3474.4736000000003,0.3743,0.41,109.888,0.0
140,339.0,1.0,1.0,1.0,1.58252,0.023394770000000013,0.96,4567.0596000000005,0.6818000000000001,0.71,314.35,0.0
141,345.0,1.0,1.0,1.0,21.1701963,0.1195,1.92,4057.0,0.58,0.62,186.197,0.0
142,351.0,1.0,1.0,1.0,19.49221,0.1493,5.76,6069.0,1.39,1.17,181.69,0.0
143,355.0,1.0,1.0,2.0,2.289363,0.032183700000000016,1.48,5171.0,0.8,0.83,418.395,0.0
144,359.0,1.0,1.0,2.0,5.213965,0.055214780000000026,2.27,5171.0,0.8,0.83,418.395,0.0
145,361.0,1.0,1.0,1.0,18.0983,0.13982829999999993,2.17,6098.302599999999,1.1336000000000004,1.11,611.804,0.0
146,362.0,1.0,1.0,1.0,34.885,0.20009990000000008,1.6,5353.378000000001,0.8741000000000002,0.91,283.29,0.0
147,364.0,1.0,1.0,2.0,15.28078,0.12129999999999992,1.26,6004.0,0.98,0.99,320.07,0.0
148,368.0,1.0,1.0,2.0,23.228555,0.15387340000000002,2.32,6004.0,0.98,0.99,320.07,0.0
149,372.0,1.0,1.0,2.0,0.578657,0.013374899999999999,1.2,5765.0,0.93,0.9041999999999991,561.929,0.0
150,373.0,1.0,1.0,2.0,11.811437,0.09791700000000007,2.3,5765.0,0.93,0.9109999999999994,561.929,0.0
151,376.0,1.0,1.0,2.0,13.603,0.098,2.586,4684.0,0.67,0.69,336.25,0.0
152,378.0,1.0,1.0,2.0,65.55,0.28,2.69,4684.0,0.67,0.69,336.25,0.0
153,379.0,1.0,1.0,1.0,0.762406,0.015069200000000003,0.99,5620.0,0.89,0.9317000000000004,624.512,0.0
154,381.0,1.0,1.0,2.0,0.70531,0.015238600000000001,1.48,5624.4243,0.9624000000000003,0.94,496.289,0.0
155,386.0,1.0,1.0,2.0,0.571331,0.0134,1.82,5617.0,0.98,0.97,244.59,0.0
156,395.0,1.0,1.0,2.0,13.339079,0.1091,2.73,5617.0,0.98,0.97,244.59,0.0
157,397.0,1.0,1.0,1.0,0.728113,0.0132059,1.1,3782.0,0.32,0.33820000000000017,150.124,0.0
158,399.0,1.0,2.0,1.0,6.180235,0.07229,11.781,6202.0,1.59,1.32,372.632,0.0
159,400.0,1.0,1.0,1.0,3650.0,4.5,12.442,4898.0,2.7,0.9,551.886,0.0
160,401.0,1.0,1.0,3.0,3.5951,0.047,1.95,5430.0,1.71,1.05,321.296,0.0
161,402.0,1.0,1.0,3.0,15.624,0.13,3.67,5430.0,1.71,1.05,321.296,0.0
162,403.0,1.0,1.0,3.0,35.747,0.22,3.94,5430.0,1.71,1.05,321.296,0.0
163,404.0,1.0,1.0,1.0,5496893.375,800.0,8.65508,2838.0,0.7868999999999999,0.05,186.0437808000001,0.0
164,405.0,1.0,1.0,2.0,2.30538,0.02279,1.4548899999999991,3326.0,0.3,0.3,16.009,0.0
165,406.0,1.0,1.0,2.0,8.0518,0.0525,2.2661300000000018,3326.0,0.3,0.3,16.009,0.0
166,407.0,1.0,1.0,1.0,5.746007,0.0385,2.025,3348.0,0.31,0.29,27.9276,0.0
167,409.0,1.0,1.0,3.0,3.204,0.021,1.8248499999999996,2953.0,0.16,0.12,3.67278,0.0
168,410.0,1.0,1.0,3.0,6.689,0.035,1.9371800000000001,2953.0,0.16,0.12,3.67278,1.0
169,411.0,1.0,1.0,3.0,13.031,0.054,2.484400000000001,2953.0,0.16,0.12,3.67278,1.0
170,413.0,1.0,1.0,2.0,1.628931,0.0153,1.13,3270.0,0.21,0.18,12.613,0.0
171,416.0,1.0,1.0,2.0,8.929,0.0476,2.2023600000000005,3270.0,0.21,0.18,12.613,0.0
172,419.0,1.0,1.0,2.0,41.38,0.166,2.515060000000001,3287.0,0.36,0.34,11.0143,0.0
173,421.0,1.0,1.0,2.0,532.58,0.912,6.487499999999996,3287.0,0.36,0.34,11.0143,0.0
174,422.0,1.0,1.0,1.0,2.018,0.01735,3.0331400000000004,5516.0756,0.9478000000000003,0.8972000000000002,8.03625,0.0
175,426.0,1.0,1.0,1.0,1.58040433,0.0149,2.742,3250.0,0.21,0.18,14.6427,0.0
176,438.0,1.0,1.0,1.0,0.5182349,0.00916,1.193,3458.0,0.39,0.38,20.373,0.0
177,440.0,1.0,1.0,1.0,3.6511,0.026,2.2851099999999986,3236.0,0.19,0.18,10.2525,0.0
178,443.0,1.0,1.0,2.0,35.61253,0.1915,2.61,4640.0,0.69,0.73,16.32,0.0
179,444.0,1.0,2.0,2.0,11.4407,0.072,2.91896,3607.0,0.38,0.38,3.56228,0.0
180,447.0,1.0,2.0,2.0,7600.0,5.4,7.535719999999994,3607.0,0.38,0.38,3.56228,0.0
181,448.0,1.0,1.0,1.0,5.2354,0.053,2.9641999999999995,4347.0,0.6621000000000004,0.69,25.8557,0.0
182,449.0,1.0,1.0,3.0,8.63182,0.0607,2.7245899999999987,5621.574299999999,0.9532999999999998,0.9199000000000005,15.1285,0.0
183,450.0,1.0,1.0,3.0,25.63058,0.1254,2.749789999999999,5653.0543,0.9674999999999997,0.9178000000000004,15.1285,1.0
184,451.0,1.0,1.0,3.0,603.95116,1.0304,6.607539999999997,5754.579000000001,1.162099999999999,1.0545,15.1285,0.0
185,453.0,1.0,1.0,1.0,2288.0,2.41,7.042129999999995,3370.0,0.38,0.36,12.356,0.0
186,454.0,1.0,1.0,3.0,17.133,0.092,2.7223400000000013,3457.66,0.4258999999999999,0.43,11.9407,0.0
187,456.0,1.0,1.0,3.0,24.329,0.129,2.6236600000000014,3371.0,0.4365999999999999,0.43,11.9407,0.0
188,457.0,1.0,1.0,3.0,106.3,0.309,3.22583,3477.61,0.466,0.43,11.9407,0.0
189,458.0,1.0,1.0,1.0,69.971,0.283,2.890939999999999,3940.71,0.5959000000000001,0.62,28.4434,0.0
190,459.0,1.0,2.0,2.0,121.995,0.339,3.764369999999998,3958.95,0.5526000000000001,0.58,5.75624,0.0
191,461.0,1.0,2.0,2.0,526.115,0.898,6.745019999999993,4740.2319,0.8203000000000003,0.58,5.75624,0.0
192,462.0,1.0,1.0,1.0,14.238,0.0818,3.168700000000001,3451.0,0.36,0.36,5.58057,0.0
193,463.0,1.0,1.0,1.0,15.819,0.101,3.17123,3542.0,0.5524999999999997,0.53,23.6062,0.0
194,464.0,1.0,1.0,2.0,18.6498,0.091101,2.6229900000000015,3382.0,0.29,0.29,5.921535,1.0
195,465.0,1.0,1.0,2.0,4.7234,0.036467,2.053510000000001,3382.0,0.29,0.29,5.921535,0.0
196,466.0,1.0,2.0,1.0,133.71,0.49,5.041480000000002,5540.0,0.9,0.9,17.5559,0.0
197,467.0,1.0,1.0,1.0,11.949,0.079,3.3693399999999993,3590.3347,0.4495000000000002,0.47,16.6186,0.0
198,468.0,1.0,1.0,3.0,1.22003,0.0197,1.7543399999999998,3717.0,0.5,0.68,28.4712,0.0
199,469.0,1.0,1.0,3.0,5.974,0.057,2.685749999999999,3717.0,0.5,0.68,28.4712,0.0
200,470.0,1.0,1.0,3.0,257.8,0.698,3.62861,3717.0,0.5,0.68,28.4712,0.0
201,473.0,1.0,1.0,2.0,695.66,1.151,15.470010000000011,9943.115,0.8058999999999996,0.42,15.1968,0.0
202,475.0,1.0,1.0,2.0,6739.323,5.23,7.465839999999997,3561.5885,0.4000999999999999,0.42,15.1968,0.0
203,479.0,1.0,1.0,1.0,4100.0,4.5,12.762970000000005,3900.0,2.1988000000000003,0.69,20.5266,0.0
204,481.0,1.0,1.0,4.0,30.5987,0.14339,2.640930000000001,3466.0,0.4,0.42,20.1903,0.0
205,482.0,1.0,1.0,4.0,122.6196,0.36175,3.59503,3466.0,0.4,0.42,20.1903,0.0
206,484.0,1.0,1.0,4.0,48.1345,0.19394,2.696670000000001,3466.0,0.4,0.42,20.1903,1.0
207,485.0,1.0,1.0,4.0,13.2543,0.08208,2.8720700000000017,3466.0,0.4,0.42,20.1903,0.0
208,486.0,1.0,1.0,2.0,5.3636,0.03282,2.1757299999999997,3159.0,0.12,0.16,5.37484,1.0
209,487.0,1.0,1.0,2.0,40.54,0.1264,2.580720000000001,3159.0,0.12,0.16,5.37484,0.0
210,488.0,1.0,1.0,1.0,14.207,0.089,3.367259999999999,3526.0,0.44,0.47,23.619,0.0
211,489.0,1.0,2.0,1.0,24.45,0.141,3.343549999999999,4005.0,0.58,0.64,6.33256,0.0
212,492.0,1.0,1.0,1.0,3.3366496,0.0355,4.57,3600.0,0.55,0.54,29.4214,0.0
213,499.0,1.0,2.0,2.0,1.1980035,0.01589,1.264,3347.0,0.36,0.36,27.3644,0.0
214,501.0,1.0,2.0,2.0,15.509,0.0876,2.9385200000000014,3347.0,0.36,0.36,27.3644,0.0
215,502.0,1.0,1.0,1.0,203.59,0.338,4.05998,3081.0,0.14,0.12,9.48637,0.0
216,503.0,1.0,1.0,3.0,3.93072,0.035,1.217,3505.0,0.34,0.34,9.44181,0.0
217,505.0,1.0,1.0,3.0,9.1247,0.061,2.682,3505.0,0.34,0.34,9.44181,0.0
218,506.0,1.0,1.0,3.0,55.661,0.204,2.6682300000000003,3505.0,0.34,0.34,9.44181,1.0
219,507.0,1.0,1.0,1.0,2.64561,0.0287,2.7827499999999996,3524.4618,0.43,0.45,20.3779,0.0
220,508.0,1.0,1.0,1.0,3.0232,0.026,2.378349999999999,3324.0,0.28,0.27,13.743,0.0
221,509.0,1.0,1.0,1.0,7.02679,0.05402,3.413419999999998,3579.0,0.43,0.43,7.03149,0.0
222,510.0,1.0,1.0,1.0,6.905,0.0608,3.4615999999999985,3867.0,0.61,0.63,16.9287,0.0
223,511.0,1.0,1.0,2.0,2.64977,0.029,2.24306,3722.0,0.49,0.5,18.1459,0.0
224,512.0,1.0,1.0,2.0,13.74,0.089,2.8692500000000014,3722.0,0.49,0.5,18.1459,0.0
225,515.0,1.0,1.0,2.0,12.946,0.0789,2.9641200000000016,3601.0,0.39,0.39,5.675773,0.0
226,516.0,1.0,2.0,2.0,50.8,0.2324,2.63,4120.0,0.68,0.65,11.8893,0.0
227,519.0,1.0,2.0,2.0,749.83,1.4,8.4,4120.0,0.68,0.65,11.8893,0.0
228,520.0,1.0,1.0,1.0,20.129,0.111,2.92559,3457.3545,0.34209999999999996,0.35,12.6631,0.0
229,522.0,1.0,1.0,1.0,13.352,0.082,3.3845899999999993,3387.0,0.41,0.41,21.3362,0.0
230,525.0,1.0,1.0,3.0,7.3705,0.062,2.917139999999999,3647.7047,0.4643,0.48,9.06456,0.0
231,527.0,1.0,1.0,3.0,5094.105,4.819,8.053479999999997,6452.03,0.7636999999999999,0.48,9.06456,0.0
232,529.0,1.0,1.0,3.0,36.059,0.178,2.9716500000000003,3613.02,0.4873999999999996,0.48,9.06456,0.0
233,531.0,1.0,1.0,1.0,2.64388312,0.0291,4.17,3598.12,0.46,0.47,9.75321,0.0
234,549.0,1.0,1.0,1.0,9.567,0.068,3.544959999999998,3516.3208999999997,0.4324999999999997,0.45,14.2358,0.0
235,551.0,1.0,1.0,1.0,1.467119,0.01734,1.305,3340.0,0.33,0.32,8.07426,0.0
236,552.0,1.0,1.0,1.0,56603.435,43.5,9.765419999999995,6234.0,1.3664999999999992,1.22,17.5299,0.0
237,554.0,1.0,1.0,1.0,8.7076,0.06661,3.658869999999999,3685.0,0.5,0.52,10.4092,0.0
238,555.0,1.0,1.0,3.0,5.3686,0.04061,2.2235900000000015,3396.0,0.33,0.31,6.2981,0.0
239,564.0,1.0,1.0,3.0,12.914,0.0721,3.0529699999999997,3396.0,0.33,0.31,6.2981,0.0
240,567.0,1.0,1.0,3.0,3.149,0.02815,1.9162000000000003,3396.0,0.33,0.31,6.2981,0.0
241,570.0,1.0,1.0,1.0,14.628,0.078361,3.5055300000000007,3499.0,0.31,0.3,6.47249,0.0
242,572.0,1.0,1.0,1.0,598.3,1.135,14.443890000000005,3700.0,7.171699999999996,0.54,10.3796,0.0
243,574.0,1.0,3.0,5.0,7.2004,0.0505,2.5369200000000007,3350.0,0.3219999999999997,0.33,7.24396,0.0
244,580.0,1.0,3.0,5.0,28.14,0.125,3.09476,3350.0,0.3164999999999999,0.33,7.24396,1.0
245,581.0,1.0,3.0,5.0,62.24,0.213,3.1633999999999998,3350.0,0.31799999999999995,0.33,7.24396,1.0
246,582.0,1.0,3.0,5.0,39.026,0.156,3.1036099999999998,3350.0,0.31799999999999995,0.33,7.24396,1.0
247,583.0,1.0,3.0,5.0,256.2,0.549,4.0747,3350.0,0.5314999999999999,0.33,7.24396,0.0
248,584.0,1.0,1.0,1.0,4.6938,0.039,2.99873,3600.0,0.3353999999999999,0.35,4.54896,0.0
249,585.0,1.0,2.0,4.0,1056.80005,1.82,6.908889999999991,3734.0,0.69,0.73,16.0272,0.0
250,589.0,1.0,2.0,4.0,7337.0,6.6,7.708019999999992,5629.8833,1.1499999999999995,1.0088999999999992,16.0272,0.0
251,591.0,1.0,2.0,4.0,3.6005,0.04697270000000001,3.3861799999999986,5803.3261999999995,1.1767999999999994,1.0614999999999999,16.0272,0.0
252,592.0,1.0,2.0,4.0,35.39,0.211589,4.213239999999999,5791.1088,1.2036999999999998,1.0331999999999995,16.0272,0.0
253,594.0,1.0,1.0,2.0,17.478,0.08,2.9928900000000014,3028.0,0.2917000000000001,0.27,5.00671,0.0
254,595.0,1.0,1.0,2.0,57.32,0.176,2.8518000000000012,3028.0,0.29150000000000004,0.27,5.00671,0.0
255,596.0,1.0,1.0,1.0,24.16,0.1344,3.0022900000000003,3816.0,0.54,0.55,14.3155,0.0
256,599.0,1.0,1.0,2.0,38.142,0.163,2.8558600000000007,3552.8185000000003,0.38799999999999996,0.4,4.54939,0.0
257,601.0,1.0,1.0,2.0,727.562,1.165,8.000119999999995,9155.235,0.7874999999999999,0.4,4.54939,0.0
258,602.0,1.0,2.0,1.0,19.466,0.119,3.5540599999999984,3837.0,0.56,0.57,15.5575,0.0
259,603.0,1.0,1.0,1.0,2.37756,0.029,3.337359999999998,3913.0,0.56,0.58,11.1017,0.0
260,606.0,1.0,1.0,2.0,3657.0,3.56,7.717709999999995,3472.0,0.43640000000000034,0.45,4.96435,0.0
261,607.0,1.0,1.0,2.0,35.68,0.163,2.896910000000001,3472.0,0.4496000000000003,0.45,4.96435,1.0
262,612.0,1.0,1.0,2.0,1915.0,2.3884499999999993,7.568259999999996,3887.9895,0.48589999999999994,0.49,8.80058,0.0
263,615.0,1.0,1.0,2.0,7068.0,6.150560000000001,8.163979999999997,6207.86,0.7611999999999999,0.49,8.80058,0.0
264,616.0,1.0,2.0,1.0,15.76491,0.11,4.303950000000001,5182.0,0.77,0.93,10.7836,0.0
265,619.0,1.0,1.0,4.0,61.1166,0.208317,3.011690000000001,3272.6,0.3,0.32,4.67517,0.0
266,630.0,1.0,1.0,4.0,30.0881,0.12959,2.9161400000000004,3287.1647,0.3,0.32,4.67517,0.0
267,638.0,1.0,1.0,4.0,1.93778,0.020807,1.7403000000000006,3305.8747,0.3,0.32,4.67517,0.0
268,642.0,1.0,1.0,4.0,124.26,0.3343,3.7099000000000006,3304.09,0.3,0.32,4.67517,0.0
269,644.0,1.0,1.0,2.0,9.262,0.068,3.20557,3688.0,0.47,0.49,3.29,0.0
270,645.0,1.0,1.0,2.0,21.789,0.12,2.992640000000001,3688.0,0.47,0.49,3.29,0.0
271,646.0,1.0,1.0,2.0,241.883,0.403,3.8370200000000017,3060.07,0.1489999999999999,0.15,4.471,0.0
272,647.0,1.0,1.0,2.0,767.887,0.87,7.151429999999996,7072.85,0.5119,0.15,4.471,0.0
273,648.0,1.0,1.0,1.0,73.94,0.291,3.908580000000001,3785.0,0.5793000000000004,0.6,11.9315,0.0
274,649.0,1.0,1.0,1.0,18.27,0.1139,3.8696900000000016,3836.0,0.57,0.59,30.6203,0.0
275,651.0,1.0,1.0,3.0,1.2089819,0.0188,1.577,4340.0,0.6,0.61,29.661,0.0
276,655.0,1.0,1.0,3.0,3.6480957,0.03925,1.241,4340.0,0.6,0.61,29.661,0.0
277,659.0,1.0,1.0,3.0,6.2014698,0.05591,2.022,4340.0,0.6,0.61,29.661,0.0
278,663.0,1.0,1.0,1.0,1.744579,0.0338,16.477,7000.0,1.56,1.68,655.013,0.0
279,665.0,1.0,1.0,1.0,109136.875,100.0,33.6,4112.4,2.4569000000000014,0.7,151.169,0.0
280,666.0,1.0,1.0,1.0,5473780.0,320.0,27.02756999999998,4200.0,7.5442000000000045,0.9,108.5,0.0
281,670.0,1.0,1.0,1.0,5496893.375,2000.0,14.179,4488.155,1.3905000000000003,0.33,47.5501,0.0
282,671.0,1.0,1.0,1.0,3.822,0.039435,7.9140200000000025,3879.0,0.56,0.56,14.9545,0.0
283,672.0,1.0,2.0,1.0,13.8508,0.0905,7.690660000000003,3805.0,0.51,0.52,9.8528,0.0
284,675.0,1.0,1.0,1.0,15.53,0.091,7.604490000000002,3656.0,0.43,0.43,8.15728,0.0
285,686.0,1.0,2.0,1.0,4.46529976,0.05561,14.785,5980.0,1.17,1.15,158.979,0.0
286,695.0,1.0,1.0,2.0,4.88780244,0.05254,4.36,4780.0,0.68,0.81,37.7647,0.0
287,703.0,1.0,1.0,2.0,3407.0,4.13,8.267980000000001,4780.0,0.68,0.81,37.7647,0.0
288,712.0,1.0,1.0,1.0,3.2130598,0.0384,10.749,4650.0,0.7,0.73,142.751,0.0
289,719.0,1.0,1.0,2.0,2.91625,0.041062270000000005,14.258,5757.84,1.2103999999999993,1.0997000000000006,246.81,0.0
290,721.0,1.0,1.0,2.0,446.27,1.1944366000000002,11.755829999999998,5723.4249,1.3662999999999996,1.1046999999999996,246.81,0.0
291,724.0,1.0,2.0,1.0,4.62767,0.06274219999999997,15.917,6600.0,1.82,2.65,222.663,0.0
292,736.0,1.0,1.0,1.0,10.8635,0.09691839999999999,11.882,5568.0,1.07,1.0,192.516,0.0
293,739.0,1.0,3.0,1.0,2.77596,0.0413,14.448,6158.0,1.24,1.22,226.637,0.0
294,745.0,1.0,1.0,2.0,10.33852,0.09189640000000004,11.769,5246.0,0.87,0.99,92.3831,0.0
295,749.0,1.0,1.0,2.0,5584.0,5.6,10.130519999999999,5336.96,0.84,0.92,92.3831,0.0
296,753.0,1.0,1.0,1.0,5.508023,0.0559,11.153,4803.0,0.75,0.77,161.4,0.0
297,758.0,1.0,1.0,1.0,4.008778,0.0466,12.689,4990.0,0.82,0.84,202.078,0.0
298,771.0,1.0,1.0,1.0,5.6335158,0.06814,13.38351,6380.0,1.39,1.33,127.774,0.0
299,773.0,1.0,1.0,1.0,2.875317,0.0361,9.718,4595.0,0.69,0.76,71.0374,0.0
300,780.0,1.0,1.0,1.0,4.12448,0.05334839999999998,12.442,5588.0,1.21,1.24,277.278,0.0
301,785.0,1.0,2.0,1.0,3.21222,0.043497300000000017,12.89,5302.0,1.11,1.13,81.7647,0.0
302,791.0,1.0,1.0,1.0,1.21288,0.020622700000000004,12.218,5905.0,0.96,0.58,364.813,0.0
303,796.0,1.0,2.0,1.0,3.35524,0.049549900000000015,14.572,6373.0,1.38,1.37,415.344,0.0
304,802.0,1.0,1.0,1.0,3.65281514,0.0466,12.722,5519.0,0.92,1.01,300.384,0.0
305,806.0,1.0,1.0,1.0,4.23452,0.051463429999999984,7.062,5079.0,0.87,1.12,141.837,0.0
306,811.0,1.0,2.0,1.0,3.039577,0.04,11.43,5316.0,0.86,0.92,199.173,0.0
307,813.0,1.0,1.0,1.0,3.257215,0.0434,13.585,5680.0,1.1,1.02,401.319,0.0
308,817.0,1.0,2.0,1.0,5.72319,0.06725059999999994,13.115,6087.0,1.3,1.45,313.576,0.0
309,824.0,1.0,2.0,1.0,2.8997,0.03959830000000001,10.536,5185.0,0.87,1.06,134.554,0.0
310,834.0,1.0,2.0,1.0,2.8106,0.044241220000000005,16.141,6304.0,1.31,1.55,213.985,0.0
311,837.0,1.0,1.0,1.0,5.00542,0.06205227999999998,12.218,6065.0,1.39,1.31,344.05,0.0
312,845.0,1.0,2.0,1.0,2.1500082,0.03397,22.194,6001.0,1.37,1.13,289.205,0.0
313,850.0,1.0,2.0,1.0,3.47447,0.05282579999999998,20.737,6446.0,1.79,1.82,396.11,0.0
314,853.0,1.0,1.0,1.0,5.452654,0.06774,13.417,6442.0,1.53,1.39,249.325,0.0
315,861.0,1.0,3.0,1.0,3.646706,0.04978,14.93,6096.0,1.44,1.24,506.965,0.0
316,865.0,1.0,1.0,1.0,1.32734683,0.0241,14.314,5620.0,1.04,1.03,294.419,0.0
317,871.0,1.0,1.0,1.0,2.797436,0.0379,13.204,5500.0,0.88,0.93,390.594,0.0
318,874.0,1.0,1.0,1.0,4.640382,0.0523,9.247,5330.0,0.92,0.89,255.206,0.0
319,877.0,1.0,2.0,1.0,3.54387,0.0509,17.609,6430.0,1.62,1.4,697.004,0.0
320,881.0,1.0,2.0,1.0,3.056536,0.04438,14.28,5860.0,1.1999999999999997,1.1188000000000002,320.451,0.0
321,886.0,1.0,1.0,1.0,4.45724,0.05530689999999999,17.038,6080.0,1.94,1.03,464.469,0.0
322,891.0,1.0,2.0,1.0,2.69405,0.04357019,22.978,6390.0,2.05,2.56,348.185,0.0
323,894.0,1.0,1.0,1.0,4.641878,0.0575,14.348,5743.0,1.53,1.18,405.238,0.0
324,899.0,1.0,1.0,1.0,3.3326414,0.0444,13.63,5693.0,1.08,1.03,528.825,0.0
325,902.0,1.0,1.0,2.0,4.301219,0.0507,13.922,5295.0,0.95,0.94,347.85,0.0
326,903.0,1.0,1.0,2.0,872.2,1.752,11.034019999999993,5295.0,0.95,0.94,347.85,0.0
327,904.0,1.0,1.0,1.0,3.128992,0.0452,15.984,6330.0,1.32,1.26,298.64,0.0
328,908.0,1.0,1.0,1.0,4.463129,0.0577,14.392,6120.0,1.4,1.28,290.736,0.0
329,911.0,1.0,1.0,1.0,2.69155,0.04388927000000001,17.822,6820.0,2.06,2.22,350.351,0.0
330,915.0,1.0,1.0,1.0,2.78849,0.040011669999999985,13.563,5960.0,1.12,1.04,303.336,0.0
331,917.0,1.0,1.0,1.0,3.1220109,0.0453,14.437,6280.0,1.7,1.27,515.458,0.0
332,920.0,1.0,1.0,1.0,4.2180278,0.05069,14.493,5449.0,1.04,0.98,440.089,0.0
333,921.0,1.0,1.0,1.0,2.7535953,0.03694,11.31,5131.0,0.89,0.89,361.155,0.0
334,924.0,1.0,1.0,1.0,1.9616241,0.03159,14.773,5956.0,1.21,1.09,666.802,0.0
335,926.0,1.0,1.0,1.0,3.799847,0.04117,10.581,4390.0,0.62,0.65,143.651,0.0
336,928.0,1.0,1.0,1.0,3.5852467,0.04604,13.249,5808.0,1.01,1.01,511.388,0.0
337,936.0,1.0,1.0,1.0,2.79083,0.04399734,16.926,6566.0,1.47,1.42,320.639,0.0
338,937.0,1.0,3.0,1.0,2.4653,0.03806650000000002,19.504,6330.0,1.85,2.77,279.86,0.0
339,939.0,1.0,1.0,1.0,4.0138379,0.04994,14.93,6078.0,1.53,1.03,515.59,0.0
340,940.0,1.0,1.0,1.0,4.1419771,0.05064,12.588,5678.0,1.1,1.01,265.471,0.0
341,942.0,1.0,1.0,1.0,3.85298,0.0553257,16.589,6570.0,1.62,1.79,275.358,0.0
342,950.0,1.0,1.0,1.0,4.7947813,0.06277,18.282,6212.0,2.2,1.44,233.22,0.0
343,951.0,1.0,1.0,1.0,1.90231289,0.0301,10.077,5587.0,0.94,1.0,338.84,0.0
344,952.0,1.0,1.0,1.0,2.6453235,0.03772,12.027,5629.0,1.17,1.02,348.815,0.0
345,953.0,1.0,1.0,1.0,3.377728,0.04294,12.543,5400.0,0.97,0.93,4483.05,0.0
346,954.0,1.0,1.0,1.0,4.007232,0.05387,19.089,6457.0,1.74,1.3,651.897,0.0
347,955.0,1.0,1.0,1.0,2.6054552,0.03951,21.185,5835.0,1.86,1.21,738.519,0.0
348,956.0,1.0,1.0,1.0,2.972086,0.04363,17.822,6002.0,1.88,1.25,935.456,0.0
349,957.0,1.0,2.0,1.0,4.8101025,0.06505,23.371,6406.0,2.55,1.64,371.686,0.0
350,958.0,1.0,1.0,1.0,2.29840551,0.02996,12.016,4508.0,0.67,0.68,202.152,0.0
351,960.0,1.0,1.0,1.0,4.7869491,0.06555,18.786,7394.0,1.93,1.65,341.263,0.0
352,976.0,1.0,2.0,1.0,2.20474,0.037956400000000036,16.926,6389.0,2.0,1.56,341.079,0.0
353,979.0,1.0,1.0,1.0,2.74432452,0.04739,20.961,8450.0,1.86,1.89,330.739,0.0
354,983.0,1.0,3.0,1.0,3.07634,0.044903699999999984,15.693,6200.0,1.57,1.27,211.553,0.0
355,989.0,1.0,1.0,1.0,3.92281072,0.05287,15.614,6350.0,1.34,1.28,455.203,0.0
356,991.0,1.0,1.0,1.0,3.446459,0.0444,14.594,5870.0,1.04,0.99,283.971,0.0
357,994.0,1.0,1.0,1.0,3.312846,0.04491,10.862,5880.0,1.1,1.1,534.889,0.0
358,999.0,1.0,1.0,1.0,3.619188,0.0507,18.03,6563.0,1.54,1.33,944.603,0.0
359,1003.0,1.0,1.0,1.0,3.142702,0.0441,7.76,6357.0,1.17,1.16,746.138,0.0
360,1007.0,1.0,1.0,1.0,3.0440499,0.04057,13.585,5523.0,0.89,0.96,421.855,0.0
361,1010.0,1.0,1.0,1.0,2.7667641,0.03815,11.646,5346.0,0.93,0.97,513.011,0.0
362,1011.0,1.0,1.0,1.0,1.74748753,0.02712,12.386,5311.0,0.92,0.87,1139.55,0.0
363,1012.0,1.0,1.0,1.0,2.686502,0.03744,14.572,5738.0,1.24,0.97,757.044,0.0
364,1013.0,1.0,1.0,1.0,16.254611,0.1308,8.709,5846.0,1.09,1.13,400.331,0.0
365,1014.0,1.0,1.0,1.0,0.83784,0.0174,14.897,5600.0,1.02,1.04,624.368,0.0
366,1016.0,1.0,1.0,1.0,1.354133,0.023,13.092,5227.0,0.9,0.88,341.925,0.0
367,1018.0,1.0,1.0,1.0,4.7228124,0.05025,10.682,4803.0,0.69,0.76,229.518,0.0
